request_id,scenario,expected_item_count,status,error_reason,latency_ms,started_at_unix,ended_at_unix,started_at_iso,ended_at_iso,http_status,response_item_count,response_label_count,timeout_s,error_excerpt
0,medium,30,ok,,48211.46,1771083254.28686,1771083302.49832,2026-02-14T15:34:14.286860+00:00,2026-02-14T15:35:02.498320+00:00,200,30,2,180.0,
